ts_cnt,bank_id,del_flg,srl_num,ratecode,lchg_time,rcre_time,rtlist_num,rtlist_date,lchg_user_id,low_slab_amt,rcre_user_id,high_slab_amt,fxd_crncy_code,var_crncy_code,fxd_crncy_units,slab_crncy_code,var_crncy_units,cust_var_crncy_units,updated_at
0,1,N,1,CSB,2010-08-01T11:51:38,2010-08-01T11:51:38,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,CHF,NPR,1,,70.1,71.18,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-08-01T11:51:55,2010-08-01T11:51:55,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.84,0.857,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-08-01T11:51:55,2010-08-01T11:51:55,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.849,0.857,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-08-01T11:51:55,2010-08-01T11:51:55,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.866,0.857,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-08-01T11:51:55,2010-08-01T11:51:55,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.857,0.857,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-08-01T11:52:07,2010-08-01T11:52:07,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,68.16,67.51,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-08-01T11:52:07,2010-08-01T11:52:07,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,66.85,67.51,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-08-01T11:52:07,2010-08-01T11:52:07,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,67.51,67.51,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-08-01T11:52:07,2010-08-01T11:52:07,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,66.18,67.51,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-08-01T11:52:19,2010-08-01T11:52:19,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,54.79,54.59,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-08-01T11:52:19,2010-08-01T11:52:19,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,54.39,54.59,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-08-01T11:52:19,2010-08-01T11:52:19,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,54.59,54.59,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-08-01T11:52:19,2010-08-01T11:52:19,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,53.84,54.59,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-08-01T11:52:33,2010-08-01T11:52:33,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,HKD,NPR,1,,9.6,9.56,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-08-01T11:52:33,2010-08-01T11:52:33,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,HKD,NPR,1,,9.52,9.56,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-08-01T11:52:33,2010-08-01T11:52:33,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,HKD,NPR,1,,9.56,9.56,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-08-01T11:52:33,2010-08-01T11:52:33,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,HKD,NPR,1,,9.43,9.56,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-08-01T11:52:43,2010-08-01T11:52:43,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,CAD,NPR,1,,71.76,71.76,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-08-01T11:52:43,2010-08-01T11:52:43,1,2010-08-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,CAD,NPR,1,,72.39,71.76,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-11-01T12:02:26,2010-11-01T12:02:26,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,USD,NPR,1,,71.45,71.15,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:02:26,2010-11-01T12:02:26,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,USD,NPR,1,,70.85,71.15,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:02:26,2010-11-01T12:02:26,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,USD,NPR,1,,70.5,71.15,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-11-01T12:02:26,2010-11-01T12:02:26,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,USD,NPR,1,,71.15,71.15,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-11-01T12:02:36,2010-11-01T12:02:36,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,EUR,NPR,1,,99.88,99.24,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:02:36,2010-11-01T12:02:36,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,EUR,NPR,1,,98.59,99.24,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:02:36,2010-11-01T12:02:36,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,EUR,NPR,1,,98.1,99.24,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-11-01T12:02:36,2010-11-01T12:02:36,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,EUR,NPR,1,,99.24,99.24,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:03:00.000000,2010-11-01T12:03:00.000000,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,GBP,NPR,1,,112.91,114.12,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:03:00.000000,2010-11-01T12:03:00.000000,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,GBP,NPR,1,,113.48,114.12,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-11-01T12:03:00.000000,2010-11-01T12:03:00.000000,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,GBP,NPR,1,,114.76,114.12,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-11-01T12:03:00.000000,2010-11-01T12:03:00.000000,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,GBP,NPR,1,,114.12,114.12,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:05:03,2010-11-01T12:05:03,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,CHF,NPR,1,,71.42,72.17,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:05:03,2010-11-01T12:05:03,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,CHF,NPR,1,,71.78,72.17,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-11-01T12:05:03,2010-11-01T12:05:03,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,CHF,NPR,1,,72.55,72.17,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-11-01T12:05:03,2010-11-01T12:05:03,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,CHF,NPR,1,,72.17,72.17,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:05:17,2010-11-01T12:05:17,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.867,0.881,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:05:17,2010-11-01T12:05:17,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.871,0.881,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-11-01T12:05:17,2010-11-01T12:05:17,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.881,0.881,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-11-01T12:05:17,2010-11-01T12:05:17,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,JPY,NPR,1,,0.89,0.881,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-11-01T12:05:27,2010-11-01T12:05:27,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,71.3,70.64,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:05:27,2010-11-01T12:05:27,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,69.98,70.64,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:05:27,2010-11-01T12:05:27,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,69.63,70.64,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-11-01T12:05:27,2010-11-01T12:05:27,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,AUD,NPR,1,,70.64,70.64,2024-08-07 06:55:35.894
0,1,N,1,SEL,2010-11-01T12:05:39,2010-11-01T12:05:39,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,55.36,55.13,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:05:39,2010-11-01T12:05:39,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,54.9,55.13,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:05:39,2010-11-01T12:05:39,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,54.63,55.13,2024-08-07 06:55:35.894
0,1,N,1,REV,2010-11-01T12:05:39,2010-11-01T12:05:39,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,SGD,NPR,1,,55.13,55.13,2024-08-07 06:55:35.894
0,1,N,1,CSB,2010-11-01T12:05:51,2010-11-01T12:05:51,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,HKD,NPR,1,,9.09,9.18,2024-08-07 06:55:35.894
0,1,N,1,NCB,2010-11-01T12:05:51,2010-11-01T12:05:51,1,2010-11-01T00:00:00.000000,PRAMESHP,0,PRAMESHP,0,HKD,NPR,1,,9.14,9.18,2024-08-07 06:55:35.894
0,1,N,1,REV,2013-05-02T11:16:40,2013-05-02T11:16:40,1,2013-05-02T00:00:00.000000,DIPENDRASH,0,DIPENDRASH,0,USD,NPR,1,,86.0,86.0,2024-08-07 06:55:35.894
