ADDR_1,ADDR_2,ADDR_3,SDL_ID,SOL_ID,TS_CNT,BANK_ID,BR_CODE,DEL_FLG,DP_CODE,FAB_FLG,MRS_NAME,PIN_CODE,SOL_DESC,WKLY_OFF,BANK_CODE,CITY_CODE,LCHG_TIME,MINOR_AGE,RCRE_TIME,SOL_ALIAS,TIME_ZONE,WKLY_OFF2,CNTRY_CODE,LICENSE_NO,PAN_GIR_NO,STATE_CODE,ENTITY_NAME,REGION_NAME,SOL_CLS_FLG,SOL_NAT_FLG,ABBR_BR_NAME,BOD_SYS_DATE,BR_OPEN_DATE,BR_STAT_CODE,CS_SOL_MESG1,CS_SOL_MESG2,DB_STAT_CODE,EXTERNAL_SOL,LCHG_USER_ID,RCRE_USER_ID,SOL_BOD_DATE,SOL_CLS_DATE,SOL_PRIORITY,ALT1_SOL_DESC,CUT_OVER_TIME,DIVISION_NAME,PROFIT_CENTER,TR_ENABLE_FLG,ABBR_BANK_NAME,ATM_JOB_STATUS,BR_FREE_CODE_1,BR_FREE_CODE_2,BR_FREE_CODE_3,BR_FREE_CODE_4,BR_FREE_CODE_5,BR_FREE_CODE_6,BR_FREE_CODE_7,BR_FREE_CODE_8,BR_FREE_CODE_9,CLG_CENTRE_NUM,DDN_WARN_LEVEL,EXTN_CNTR_CODE,HIGH_VALUE_SOL,MICR_BANK_CODE,PREF_LANG_CODE,SOL_EOD_STATUS,BATCH_OPER_DATE,BR_FREE_CODE_10,CTS_ENABLED_FLG,DB_STAT_USER_ID,HOME_CRNCY_CODE,LOCAL_IMAGE_FLG,MICR_CENTRE_FLG,PARTITION_ALIAS,REFERRAL_SET_ID,STOP_CLG_FT_FLG,TDS_CIRCLE_NAME,TREA_FREE_TEXT1,TREA_FREE_TEXT2,UNIFORM_BR_CODE,DB_INT_STAT_CODE,MENU_DISABLE_FLG,MICR_BRANCH_CODE,MICR_CENTRE_CODE,STOP_CASH_FT_FLG,STOP_XFER_FT_FLG,TAX_DEDN_DETAILS,BRANCH_IP_ADDRESS,CS_SOL_NATL_MESG1,CS_SOL_NATL_MESG2,DESTRY_INVT_CLASS,LAST_SI_EXEC_DATE,TDS_CERT_NUM_CODE,TYPE_OF_CASH_ACCT,CIRCLE_OFFICE_NAME,NEXT_CUST_NUM_CODE,PDC_INSTL_RUN_DATE,PREF_LANG_SOL_DESC,TR_HOME_CRNCY_CODE,BRANCH_REF_PORT_NUM,REROUTE_STP_ALLOWED,DATE_OF_INSTALLATION,DESTRY_INVT_LOCATION,FC_VAULT_LIMIT_IN_HC,HC_VAULT_LIMIT_IN_HC,NUM_OF_TIMES_IBR_GEN,OSP_MAX_OUT_STD_DAYS,INSTRMNT_WISE_REG_ALWD,RECEIVE_ALL_IMAGES_FLG,SOL_RESTARTABILITY_FLG,SAME_DAY_REV_TO_IBR_FLG,CONSOL_VAULT_LIMIT_IN_HC,DDN_WARN_LEVEL_EXCP_CODE,VALUE_DATING_ON_HOLIDAYS,INSTRMNT_ENCODE_BATCH_NUM,INSTRMNT_ENCODE_BLOCK_NUM,LAST_INT_CALC_DATE_FOR_SB,USER_CLG_DR_LIM_EXCP_CODE,EXT_EOD_NOT_COMP_EXCP_CODE,USER_CASH_DR_LIM_EXCP_CODE,USER_XFER_DR_LIM_EXCP_CODE,PROXY_NOT_SQUARED_EXCP_CODE,PROXY_PEND_VERIFN_EXCP_CODE,ALL_EXT_TRANS_PROC_EXCP_CODE,updated_at
PURANO THIMI,,,ALL,H1,45148,1,H1,N,,N,,,PURANO THIMI BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-12-15T10:20:33,171,NPT,0,,,,BAGMA,,,Y,C,PUR,2018-11-06T06:53:51,2017-12-15T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-15T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
SATUNGAL,,,ALL,H2,77293,1,H2,N,,N,,,SATUNGAL BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-12-15T10:57:25,172,NPT,0,,,,BAGMA,,,Y,C,SAT,2018-11-06T06:53:51,2017-12-15T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-15T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
DHULIKHEL,,,ALL,H3,89119,1,H3,N,,N,,,DHULIKHEL BRANCH,7,BOAN,KATH,2024-08-23T20:53:49,18,2017-12-15T11:50:20,173,NPT,0,,,,BAGMA,,,Y,C,DHU,2018-11-06T06:53:51,2017-12-15T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,H3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2017-12-15T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KHANIKHOLA,,,ALL,I3,33214,1,I3,N,,N,,,KHANIKHOLA BRANCH,7,BOAN,KATH,2024-08-23T20:53:52,18,2018-01-09T14:57:11,183,NPT,0,,,,BAGMA,,,Y,C,KHA,2018-11-06T06:53:51,2018-01-09T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-09T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
GEETANAGAR,,,ALL,I2,40263,1,I2,N,,N,,,GEETANAGAR BRANCH,7,BOAN,CHITW,2024-08-23T20:53:52,18,2018-01-09T14:40:49,182,NPT,0,,,,NARAY,,,Y,C,GEE,2018-11-06T06:53:51,2018-01-09T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-09T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
DRIVER TOLE,,,ALL,I0,56938,1,I0,N,,N,,,DRIVER TOLE BRANCH,7,BOAN,LUMBI,2024-08-23T20:53:52,18,2018-01-07T16:28:18,180,NPT,0,,,,LUMBI,,,Y,C,DRI,2018-11-06T06:53:51,2018-01-07T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-07T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
NAUDANDA,,,ALL,I1,22331,1,I1,N,,N,,,NAUDANDA BRANCH,7,BOAN,KASKI,2024-08-23T20:53:52,18,2018-01-08T17:01:38,181,NPT,0,,,,GANDA,,,Y,C,NAU,2018-11-06T06:53:51,2018-01-08T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-08T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
RAMMANDIR BUTWAL,,,ALL,I7,97552,1,I7,N,,N,,,RAMMANDIR BUTWAL BRANCH,7,BOAN,RUPAN,2024-08-23T20:54:03,18,2018-01-28T11:55:41,187,NPT,0,,,,LUMBI,,,Y,C,RAM,2018-11-06T06:53:51,2018-01-28T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I7,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-28T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
TRIBHUWAN CHOWK BRANCH,NEPALGUNJ,,ALL,I8,40918,1,I8,N,,N,,,TRIBHUWAN CHOWK BRANCH,7,BOAN,NEPAL,2024-08-23T20:54:03,18,2018-01-28T12:18:52,188,NPT,0,,,,BHERI,,,Y,C,TRI,2018-11-06T06:53:51,2018-01-28T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-28T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
RAJMARGACHAURAHA BUTWL,,,ALL,I9,40059,1,I9,N,,N,,,RAJMARGACHAURAHA BRANCH,7,BOAN,RUPAN,2024-08-23T20:54:03,18,2018-01-28T12:58:14,189,NPT,0,,,,LUMBI,,,Y,C,RAJ,2018-11-06T06:53:51,2018-01-28T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-28T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
PUNARBAS BRANCH KANCHR,,,ALL,J0,55024,1,J0,N,,N,,,PUNARBAS BRANCH,7,BOAN,KANCH,2024-08-23T20:54:03,18,2018-01-28T13:20:04,190,NPT,0,,,,SETI,,,Y,C,PUN,2018-11-06T06:53:51,2018-01-28T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-28T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KHADICHAUR,,,ALL,J4,77790,1,J4,N,,N,,,KHADICHAUR BRANCH,7,BOAN,KATH,2024-08-23T20:54:03,18,2018-02-01T16:25:40,194,NPT,0,,,,BAGMA,,,Y,C,KHA,2018-11-06T06:53:51,2018-02-01T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-01T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
PARASI,,,ALL,J6,9432,1,J6,N,,N,,,PARASI BRANCH,7,BOAN,LUMBI,2024-08-23T20:54:03,18,2018-02-04T10:59:09,196,NPT,0,,,,LUMBI,,,Y,C,PAR,2018-11-06T06:53:51,2018-02-04T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J6,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
TAULIHAWA,,,ALL,J7,6237,1,J7,N,,N,,,TAULIHAWA BRANCH,7,BOAN,LUMBI,2024-08-23T20:54:03,18,2018-02-04T11:32:26,197,NPT,0,,,,LUMBI,,,Y,C,TAU,2018-11-06T06:53:51,2018-02-04T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J7,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
MAJHGAWA,,,ALL,K1,23420,1,K1,N,,N,,,MAJHGAWA BRANCH,7,BOAN,LUMBI,2024-08-23T20:54:03,18,2018-02-04T15:13:02,201,NPT,0,,,,LUMBI,,,Y,C,MAJ,2018-11-06T06:53:51,2018-02-04T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,K1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KACHANKAWAL,,,ALL,K3,78844,1,K3,N,,N,,,KACHANKAWAL BRANCH,7,BOAN,JHAPA,2024-08-23T20:54:03,18,2018-02-04T16:30:07,203,NPT,0,,,,MECHI,,,Y,C,KAC,2018-11-06T06:53:51,2018-02-04T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,K3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
GALCHI,,,ALL,K5,58318,1,K5,N,,N,,,GALCHI BRANCH,7,BOAN,KATH,2024-08-23T20:54:03,18,2018-03-29T16:00:54,205,NPT,0,,,,DHADI,,,Y,C,GAL,2018-11-06T06:53:51,2018-03-29T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,K5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-03-29T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BARATHWA,,,ALL,K8,64212,1,K8,N,,N,,,BARATHWA BRANCH,7,BOAN,SARLA,2024-08-23T20:54:03,18,2018-03-29T17:52:07,208,NPT,0,,,,JANAK,,,Y,C,BAR,2018-11-06T06:53:51,2018-03-29T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,K8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-03-29T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
GAJURI,,,ALL,I4,93059,1,I4,N,,N,,,GAJURI BRANCH,7,BOAN,KATH,2024-08-23T20:54:03,18,2018-01-09T15:11:38,184,NPT,0,,,,BAGMA,,,Y,C,GAJ,2018-11-06T06:53:51,2018-01-09T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I4,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-09T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BEDKOT,,,ALL,I5,84239,1,I5,N,,N,,,BEDKOT BRANCH,7,BOAN,KANCH,2024-08-23T20:54:03,18,2018-01-09T15:27:05,185,NPT,0,,,,SETI,,,Y,C,BED,2018-11-06T06:53:51,2018-01-09T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-09T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
DADELDHURA,,,ALL,I6,4375,1,I6,N,,N,,,DADELDHURA BRANCH,7,BOAN,DADEL,2024-08-23T20:54:03,18,2018-01-09T16:04:32,186,NPT,0,,,,SETI,,,Y,C,DAD,2018-11-06T06:53:51,2018-01-09T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,I6,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-09T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
MAHADEVBESI,,,ALL,J1,99490,1,J1,N,,N,,,MAHADEVBESI BRANCH,7,BOAN,KATH,2024-08-23T20:54:03,18,2018-01-31T15:35:13,191,NPT,0,,,,BAGMA,,,Y,C,MAH,2018-11-06T06:53:51,2018-01-31T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J1,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-31T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
DHARKE,,,ALL,J2,8891,1,J2,N,,N,,,DHARKE BRANCH,7,BOAN,KATH,2024-08-23T20:54:03,18,2018-01-31T16:33:48,192,NPT,0,,,,BAGMA,,,Y,C,DHA,2018-11-06T06:53:51,2018-01-31T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J2,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-01-31T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BETRAWATI,,,ALL,J3,22569,1,J3,N,,N,,,BETRAWATI BRANCH,7,BOAN,KATH,2024-08-23T20:54:03,18,2018-02-01T14:54:30,193,NPT,0,,,,BAGMA,,,Y,C,BET,2018-11-06T06:53:51,2018-02-01T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J3,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-01T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
TRISHULI,,,ALL,J5,96623,1,J5,N,,N,,,TRISHULI BRANCH,7,BOAN,KATH,2024-08-23T20:54:03,18,2018-02-01T18:12:58,195,NPT,0,,,,BAGMA,,,Y,C,TRI,2018-11-06T06:53:51,2018-02-01T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J5,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-01T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
LUMBINI,,,ALL,J8,10016,1,J8,N,,N,,,LUMBINI BRANCH,7,BOAN,LUMBI,2024-08-23T20:54:03,18,2018-02-04T12:12:22,198,NPT,0,,,,LUMBI,,,Y,C,LUM,2018-11-06T06:53:51,2018-02-04T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J8,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
LABANI,,,ALL,J9,93518,1,J9,N,,N,,,LABANI BRANCH,7,BOAN,LUMBI,2024-08-23T20:54:03,18,2018-02-04T13:04:15,199,NPT,0,,,,LUMBI,,,Y,C,LAB,2018-11-06T06:53:51,2018-02-04T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,J9,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
TAMGHAS,,,ALL,K0,40750,1,K0,N,,N,,,TAMGHAS BRANCH,7,BOAN,LUMBI,2024-08-23T20:54:03,18,2018-02-04T13:22:51,200,NPT,0,,,,LUMBI,,,Y,C,TAM,2018-11-06T06:53:51,2018-02-04T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y, ,FINADMIN,BPD1,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,K0,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2018-02-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
