mro_code,mro_acc_code,mro_mer_code,mro_sys_code,mro_tran_code,mro_tran_curr_code,updated_at
2449,2468159,2445461,,,150,2024-08-07 07:05:08.091
2469,2468179,2445861,,,150,2024-08-07 07:05:08.091
2489,2468299,2446261,,,150,2024-08-07 07:05:08.091
2490,2468300,2446281,,,150,2024-08-07 07:05:08.091
2491,2468301,2446301,,,150,2024-08-07 07:05:08.091
2492,2468302,2446321,,,150,2024-08-07 07:05:08.091
2493,2468303,2446341,,,150,2024-08-07 07:05:08.091
2494,2468304,2446361,,,150,2024-08-07 07:05:08.091
2495,2468305,2446381,,,150,2024-08-07 07:05:08.091
2509,2472330,2446661,,,150,2024-08-07 07:05:08.091
2529,2472359,2447061,,,150,2024-08-07 07:05:08.091
2549,2476602,2447461,,,150,2024-08-07 07:05:08.091
2569,2476619,2447861,,,150,2024-08-07 07:05:08.091
2570,2476620,2447881,,,150,2024-08-07 07:05:08.091
2571,2476621,2447901,,,150,2024-08-07 07:05:08.091
2572,2476622,2447921,,,150,2024-08-07 07:05:08.091
2589,2476639,2448261,,,150,2024-08-07 07:05:08.091
2590,2476640,2448281,,,28,2024-08-07 07:05:08.091
2609,2476641,2448661,,,150,2024-08-07 07:05:08.091
2629,2476659,2449061,,,150,2024-08-07 07:05:08.091
2649,2476815,2449461,,,150,2024-08-07 07:05:08.091
2669,2476878,2449861,,,150,2024-08-07 07:05:08.091
2670,2476879,2449881,,,150,2024-08-07 07:05:08.091
2689,2476899,2450261,,,150,2024-08-07 07:05:08.091
2690,2476900,2450281,,,150,2024-08-07 07:05:08.091
2691,2476901,2450301,,,150,2024-08-07 07:05:08.091
2692,2476902,2450321,,,150,2024-08-07 07:05:08.091
2693,2476903,2450341,,,150,2024-08-07 07:05:08.091
2694,2476904,2450361,,,150,2024-08-07 07:05:08.091
2695,2476905,2450381,,,150,2024-08-07 07:05:08.091
2709,2476919,2450401,,,150,2024-08-07 07:05:08.091
2710,2476920,2450421,,,150,2024-08-07 07:05:08.091
2711,2476921,2450441,,,150,2024-08-07 07:05:08.091
2729,2476934,2450661,,,150,2024-08-07 07:05:08.091
2730,2476935,2450681,,,150,2024-08-07 07:05:08.091
2731,2476936,2450701,,,150,2024-08-07 07:05:08.091
2749,2476939,2451061,,,150,2024-08-07 07:05:08.091
2750,2476940,2451081,,,150,2024-08-07 07:05:08.091
2751,2476941,2451101,,,150,2024-08-07 07:05:08.091
2752,2476942,2451121,,,150,2024-08-07 07:05:08.091
2753,2476943,2451141,,,150,2024-08-07 07:05:08.091
2754,2476944,2451161,,,150,2024-08-07 07:05:08.091
2755,2476945,2451181,,,150,2024-08-07 07:05:08.091
2756,2476946,2451201,,,150,2024-08-07 07:05:08.091
2757,2476947,2451221,,,150,2024-08-07 07:05:08.091
2758,2476948,2451241,,,150,2024-08-07 07:05:08.091
2759,2476949,2451261,,,150,2024-08-07 07:05:08.091
2760,2476950,2451281,,,150,2024-08-07 07:05:08.091
2761,2476951,2451301,,,150,2024-08-07 07:05:08.091
2762,2476952,2451321,,,150,2024-08-07 07:05:08.091
2763,2476953,2451341,,,150,2024-08-07 07:05:08.091
2764,2476954,2451361,,,150,2024-08-07 07:05:08.091
2765,2476955,2451381,,,150,2024-08-07 07:05:08.091
2766,2476956,2451401,,,150,2024-08-07 07:05:08.091
2767,2476957,2451421,,,150,2024-08-07 07:05:08.091
2768,2476958,2451441,,,150,2024-08-07 07:05:08.091
2769,2476959,2451461,,,150,2024-08-07 07:05:08.091
2770,2476960,2451481,,,150,2024-08-07 07:05:08.091
2771,2476961,2451501,,,150,2024-08-07 07:05:08.091
2789,2476979,2451861,,,150,2024-08-07 07:05:08.091
2790,2476980,2451881,,,150,2024-08-07 07:05:08.091
2791,2476981,2451901,,,150,2024-08-07 07:05:08.091
2792,2476982,2451921,,,150,2024-08-07 07:05:08.091
2793,2476983,2451941,,,150,2024-08-07 07:05:08.091
2809,2479334,2452261,,,150,2024-08-07 07:05:08.091
2810,2479335,2452281,,,150,2024-08-07 07:05:08.091
2829,2481119,2452661,,,150,2024-08-07 07:05:08.091
2849,2485361,2453061,,,150,2024-08-07 07:05:08.091
2850,2485362,2453081,,,150,2024-08-07 07:05:08.091
2869,2485379,2453461,,,150,2024-08-07 07:05:08.091
2889,2485399,2453861,,,150,2024-08-07 07:05:08.091
2890,2485400,2453881,,,150,2024-08-07 07:05:08.091
2909,2485439,2454261,,,150,2024-08-07 07:05:08.091
2910,2485440,2454281,,,150,2024-08-07 07:05:08.091
2911,2485441,2454301,,,150,2024-08-07 07:05:08.091
2929,2485459,2454661,,,150,2024-08-07 07:05:08.091
2949,2485460,2454681,,,150,2024-08-07 07:05:08.091
2969,2488565,2455061,,,150,2024-08-07 07:05:08.091
2989,2490119,2455461,,,150,2024-08-07 07:05:08.091
2990,2490120,2455481,,,150,2024-08-07 07:05:08.091
2991,2490121,2455501,,,150,2024-08-07 07:05:08.091
2992,2490122,2455521,,,150,2024-08-07 07:05:08.091
2993,2490123,2455541,,,150,2024-08-07 07:05:08.091
2994,2490124,2455561,,,150,2024-08-07 07:05:08.091
2995,2490125,2455581,,,150,2024-08-07 07:05:08.091
2996,2490126,2455601,,,150,2024-08-07 07:05:08.091
3009,2490139,2455861,,,150,2024-08-07 07:05:08.091
3010,2490140,2455881,,,150,2024-08-07 07:05:08.091
3011,2490141,2455901,,,150,2024-08-07 07:05:08.091
3029,2490219,2456261,,,150,2024-08-07 07:05:08.091
3030,2490220,2456281,,,150,2024-08-07 07:05:08.091
3049,2490379,2456661,,,150,2024-08-07 07:05:08.091
3050,2490380,2456681,,,150,2024-08-07 07:05:08.091
3051,2490381,2456701,,,150,2024-08-07 07:05:08.091
3052,2490382,2456721,,,150,2024-08-07 07:05:08.091
3053,2490383,2456741,,,150,2024-08-07 07:05:08.091
3054,2490384,2456761,,,150,2024-08-07 07:05:08.091
3055,2490385,2456781,,,150,2024-08-07 07:05:08.091
3056,2490386,2456801,,,150,2024-08-07 07:05:08.091
3057,2490387,2456821,,,150,2024-08-07 07:05:08.091
3058,2490388,2456841,,,150,2024-08-07 07:05:08.091
3059,2490389,2456861,,,150,2024-08-07 07:05:08.091
3060,2490390,2456881,,,150,2024-08-07 07:05:08.091
3069,2494519,2457061,,,150,2024-08-07 07:05:08.091
3089,2496944,2457461,,,150,2024-08-07 07:05:08.091
3090,2496945,2457481,,,150,2024-08-07 07:05:08.091
3109,2501099,2457861,,,150,2024-08-07 07:05:08.091
3110,2501100,2457881,,,150,2024-08-07 07:05:08.091
3129,2501119,2458261,,,150,2024-08-07 07:05:08.091
3130,2501120,2458281,,,150,2024-08-07 07:05:08.091
3131,2501121,2458301,,,150,2024-08-07 07:05:08.091
3149,2505359,2458661,,,150,2024-08-07 07:05:08.091
3150,2505360,2458681,,,150,2024-08-07 07:05:08.091
3151,2505361,2458701,,,150,2024-08-07 07:05:08.091
3169,2505369,2458721,,,150,2024-08-07 07:05:08.091
3189,2505479,2459061,,,150,2024-08-07 07:05:08.091
3209,2505579,2459461,,,150,2024-08-07 07:05:08.091
3229,2505613,2459861,,,150,2024-08-07 07:05:08.091
3249,2509679,2460261,,,150,2024-08-07 07:05:08.091
3250,2509680,2460281,,,150,2024-08-07 07:05:08.091
3251,2509681,2460301,,,150,2024-08-07 07:05:08.091
3252,2509682,2460321,,,150,2024-08-07 07:05:08.091
3253,2509683,2460341,,,150,2024-08-07 07:05:08.091
3254,2509684,2460361,,,150,2024-08-07 07:05:08.091
3255,2509685,2460381,,,150,2024-08-07 07:05:08.091
3256,2509686,2460401,,,150,2024-08-07 07:05:08.091
3257,2509687,2460421,,,150,2024-08-07 07:05:08.091
3269,2509899,2460661,,,150,2024-08-07 07:05:08.091
3270,2509900,2460681,,,150,2024-08-07 07:05:08.091
3271,2509901,2460701,,,150,2024-08-07 07:05:08.091
3272,2509902,2460721,,,150,2024-08-07 07:05:08.091
3273,2509903,2460741,,,150,2024-08-07 07:05:08.091
3274,2509904,2460761,,,150,2024-08-07 07:05:08.091
3275,2509905,2460781,,,150,2024-08-07 07:05:08.091
3276,2509906,2460801,,,150,2024-08-07 07:05:08.091
3277,2509907,2460821,,,150,2024-08-07 07:05:08.091
3278,2509908,2460841,,,150,2024-08-07 07:05:08.091
3279,2509909,2460861,,,150,2024-08-07 07:05:08.091
3289,2513954,2461061,,,150,2024-08-07 07:05:08.091
3309,2518199,2461461,,,150,2024-08-07 07:05:08.091
3329,2518381,2461861,,,150,2024-08-07 07:05:08.091
3330,2518382,2461881,,,150,2024-08-07 07:05:08.091
3331,2518383,2461901,,,150,2024-08-07 07:05:08.091
3332,2518384,2461921,,,150,2024-08-07 07:05:08.091
3333,2518385,2461941,,,150,2024-08-07 07:05:08.091
3349,2518511,2462261,,,150,2024-08-07 07:05:08.091
3350,2518512,2462281,,,150,2024-08-07 07:05:08.091
3351,2518513,2462301,,,150,2024-08-07 07:05:08.091
3352,2518514,2462321,,,150,2024-08-07 07:05:08.091
3369,2518719,2462661,,,150,2024-08-07 07:05:08.091
3370,2518720,2462681,,,150,2024-08-07 07:05:08.091
3371,2518721,2462701,,,150,2024-08-07 07:05:08.091
3389,2522859,2463061,,,150,2024-08-07 07:05:08.091
3390,2522860,2463081,,,150,2024-08-07 07:05:08.091
3391,2522861,2463101,,,150,2024-08-07 07:05:08.091
3409,2523019,2463461,,,150,2024-08-07 07:05:08.091
3410,2523020,2463481,,,150,2024-08-07 07:05:08.091
3411,2523021,2463501,,,150,2024-08-07 07:05:08.091
3412,2523022,2463521,,,150,2024-08-07 07:05:08.091
3429,2527859,2463861,,,150,2024-08-07 07:05:08.091
3449,2527948,2464261,,,150,2024-08-07 07:05:08.091
3469,2531159,2464661,,,150,2024-08-07 07:05:08.091
3470,2531160,2464681,,,150,2024-08-07 07:05:08.091
3471,2531161,2464701,,,150,2024-08-07 07:05:08.091
3472,2531162,2464721,,,150,2024-08-07 07:05:08.091
3473,2531163,2464741,,,150,2024-08-07 07:05:08.091
3474,2531164,2464761,,,150,2024-08-07 07:05:08.091
3475,2531165,2464781,,,150,2024-08-07 07:05:08.091
3476,2531166,2464801,,,150,2024-08-07 07:05:08.091
3477,2531167,2464821,,,150,2024-08-07 07:05:08.091
3478,2531168,2464841,,,150,2024-08-07 07:05:08.091
3479,2531169,2464861,,,150,2024-08-07 07:05:08.091
3480,2531170,2464881,,,150,2024-08-07 07:05:08.091
3481,2531171,2464901,,,150,2024-08-07 07:05:08.091
3489,2534239,2465061,,,150,2024-08-07 07:05:08.091
3490,2534240,2465081,,,150,2024-08-07 07:05:08.091
3491,2534241,2465101,,,150,2024-08-07 07:05:08.091
3492,2534242,2465121,,,150,2024-08-07 07:05:08.091
3509,2534499,2465461,,,150,2024-08-07 07:05:08.091
3529,2534720,2465861,,,150,2024-08-07 07:05:08.091
3530,2534721,2465881,,,150,2024-08-07 07:05:08.091
3531,2534722,2465901,,,150,2024-08-07 07:05:08.091
3532,2534723,2465921,,,150,2024-08-07 07:05:08.091
3549,2538739,2466261,,,150,2024-08-07 07:05:08.091
3550,2538740,2466281,,,150,2024-08-07 07:05:08.091
3551,2538741,2466301,,,150,2024-08-07 07:05:08.091
3552,2538742,2466321,,,150,2024-08-07 07:05:08.091
3553,2538743,2466341,,,150,2024-08-07 07:05:08.091
3554,2538762,2466361,,,150,2024-08-07 07:05:08.091
3555,2538763,2466381,,,150,2024-08-07 07:05:08.091
3569,2539059,2466661,,,150,2024-08-07 07:05:08.091
3570,2539060,2466681,,,150,2024-08-07 07:05:08.091
3571,2539061,2466701,,,150,2024-08-07 07:05:08.091
3572,2539062,2466721,,,150,2024-08-07 07:05:08.091
3589,2541223,2467061,,,150,2024-08-07 07:05:08.091
3590,2541224,2467081,,,150,2024-08-07 07:05:08.091
3591,2541225,2467101,,,150,2024-08-07 07:05:08.091
3592,2541226,2467121,,,150,2024-08-07 07:05:08.091
3593,2541227,2467141,,,150,2024-08-07 07:05:08.091
3594,2541228,2467161,,,150,2024-08-07 07:05:08.091
3595,2541229,2467181,,,150,2024-08-07 07:05:08.091
3596,2541230,2467201,,,150,2024-08-07 07:05:08.091
3609,2543459,2467461,,,150,2024-08-07 07:05:08.091
3610,2543460,2467481,,,150,2024-08-07 07:05:08.091
3611,2543461,2467501,,,150,2024-08-07 07:05:08.091
3612,2543462,2467521,,,150,2024-08-07 07:05:08.091
3613,2543463,2467541,,,150,2024-08-07 07:05:08.091
3629,2543668,2467861,,,150,2024-08-07 07:05:08.091
3630,2543669,2467881,,,150,2024-08-07 07:05:08.091
3631,2543670,2467901,,,150,2024-08-07 07:05:08.091
3632,2543671,2467921,,,150,2024-08-07 07:05:08.091
3649,2543979,2468261,,,150,2024-08-07 07:05:08.091
3650,2543980,2468281,,,150,2024-08-07 07:05:08.091
3651,2543981,2468301,,,150,2024-08-07 07:05:08.091
3652,2543982,2468321,,,150,2024-08-07 07:05:08.091
3653,2543983,2468341,,,150,2024-08-07 07:05:08.091
3654,2543984,2468361,,,150,2024-08-07 07:05:08.091
3669,2543999,2468661,,,150,2024-08-07 07:05:08.091
3670,2544000,2468681,,,150,2024-08-07 07:05:08.091
3671,2544001,2468701,,,150,2024-08-07 07:05:08.091
3672,2544002,2468721,,,150,2024-08-07 07:05:08.091
3673,2544003,2468741,,,150,2024-08-07 07:05:08.091
3689,2550519,2469061,,,150,2024-08-07 07:05:08.091
3690,2550520,2469081,,,150,2024-08-07 07:05:08.091
3691,2550521,2469101,,,150,2024-08-07 07:05:08.091
3692,2550522,2469121,,,150,2024-08-07 07:05:08.091
3693,2550523,2469141,,,150,2024-08-07 07:05:08.091
3694,2550524,2469161,,,150,2024-08-07 07:05:08.091
3695,2550525,2469181,,,150,2024-08-07 07:05:08.091
3696,2550526,2469201,,,150,2024-08-07 07:05:08.091
3697,2550527,2469221,,,150,2024-08-07 07:05:08.091
3698,2550528,2469241,,,150,2024-08-07 07:05:08.091
3699,2550529,2469261,,,150,2024-08-07 07:05:08.091
3700,2550530,2469281,,,150,2024-08-07 07:05:08.091
3709,2550819,2469461,,,150,2024-08-07 07:05:08.091
3729,2550939,2469861,,,150,2024-08-07 07:05:08.091
3749,2550962,2470261,,,150,2024-08-07 07:05:08.091
3750,2550963,2470281,,,150,2024-08-07 07:05:08.091
3751,2550964,2470301,,,150,2024-08-07 07:05:08.091
3769,2551139,2470661,,,150,2024-08-07 07:05:08.091
3770,2551140,2470681,,,150,2024-08-07 07:05:08.091
3789,2551279,2471061,,,150,2024-08-07 07:05:08.091
3790,2551280,2471081,,,150,2024-08-07 07:05:08.091
3791,2551281,2471101,,,150,2024-08-07 07:05:08.091
3792,2551282,2471121,,,150,2024-08-07 07:05:08.091
3793,2551283,2471141,,,150,2024-08-07 07:05:08.091
3794,2551284,2471161,,,150,2024-08-07 07:05:08.091
3795,2551285,2471181,,,150,2024-08-07 07:05:08.091
3796,2551286,2471201,,,150,2024-08-07 07:05:08.091
3797,2551287,2471221,,,150,2024-08-07 07:05:08.091
3798,2551288,2471241,,,150,2024-08-07 07:05:08.091
3799,2551289,2471261,,,150,2024-08-07 07:05:08.091
3800,2551290,2471281,,,150,2024-08-07 07:05:08.091
3809,2551419,2471461,,,150,2024-08-07 07:05:08.091
3810,2551420,2471481,,,150,2024-08-07 07:05:08.091
3811,2551421,2471501,,,150,2024-08-07 07:05:08.091
3812,2551422,2471521,,,150,2024-08-07 07:05:08.091
3813,2551423,2471541,,,150,2024-08-07 07:05:08.091
3814,2551424,2471561,,,150,2024-08-07 07:05:08.091
3815,2551425,2471581,,,150,2024-08-07 07:05:08.091
3816,2551426,2471601,,,150,2024-08-07 07:05:08.091
3817,2551427,2471621,,,150,2024-08-07 07:05:08.091
3818,2551428,2471641,,,150,2024-08-07 07:05:08.091
3819,2551429,2471661,,,150,2024-08-07 07:05:08.091
3820,2551430,2471681,,,150,2024-08-07 07:05:08.091
3821,2551431,2471701,,,150,2024-08-07 07:05:08.091
3822,2551432,2471721,,,150,2024-08-07 07:05:08.091
3829,2555699,2471861,,,150,2024-08-07 07:05:08.091
3830,2555700,2471881,,,150,2024-08-07 07:05:08.091
3831,2555701,2471901,,,150,2024-08-07 07:05:08.091
3832,2555702,2471921,,,150,2024-08-07 07:05:08.091
3849,2557927,2472261,,,150,2024-08-07 07:05:08.091
3850,2557928,2472281,,,150,2024-08-07 07:05:08.091
3851,2557929,2472301,,,150,2024-08-07 07:05:08.091
3869,2558181,2472661,,,150,2024-08-07 07:05:08.091
3889,2558456,2473061,,,150,2024-08-07 07:05:08.091
3909,2558459,2473461,,,150,2024-08-07 07:05:08.091
3929,2558479,2473861,,,150,2024-08-07 07:05:08.091
3930,2558480,2473881,,,150,2024-08-07 07:05:08.091
3931,2558481,2473901,,,150,2024-08-07 07:05:08.091
3932,2558482,2473921,,,150,2024-08-07 07:05:08.091
3933,2558483,2473941,,,150,2024-08-07 07:05:08.091
3934,2558484,2473961,,,150,2024-08-07 07:05:08.091
3935,2558485,2473981,,,150,2024-08-07 07:05:08.091
3936,2558486,2474001,,,150,2024-08-07 07:05:08.091
3937,2558487,2474021,,,150,2024-08-07 07:05:08.091
3949,2566699,2474261,,,150,2024-08-07 07:05:08.091
3950,2566700,2474281,,,150,2024-08-07 07:05:08.091
3951,2566701,2474301,,,150,2024-08-07 07:05:08.091
3952,2566702,2474321,,,150,2024-08-07 07:05:08.091
3953,2566703,2474341,,,150,2024-08-07 07:05:08.091
3970,2566820,2474681,,,150,2024-08-07 07:05:08.091
3971,2566821,2474701,,,150,2024-08-07 07:05:08.091
3989,2566959,2475061,,,150,2024-08-07 07:05:08.091
4009,2566985,2475461,,,150,2024-08-07 07:05:08.091
4010,2566986,2475481,,,150,2024-08-07 07:05:08.091
4011,2566987,2475501,,,150,2024-08-07 07:05:08.091
4012,2566988,2475521,,,150,2024-08-07 07:05:08.091
4029,2567479,2475861,,,150,2024-08-07 07:05:08.091
4030,2567480,2475881,,,150,2024-08-07 07:05:08.091
4031,2567481,2475901,,,150,2024-08-07 07:05:08.091
4032,2567482,2475921,,,150,2024-08-07 07:05:08.091
4033,2567483,2475941,,,150,2024-08-07 07:05:08.091
4034,2567484,2475961,,,150,2024-08-07 07:05:08.091
4035,2567485,2475981,,,150,2024-08-07 07:05:08.091
4036,2567486,2476001,,,150,2024-08-07 07:05:08.091
4049,2569579,2476261,,,150,2024-08-07 07:05:08.091
4050,2569580,2476281,,,150,2024-08-07 07:05:08.091
4051,2569581,2476301,,,150,2024-08-07 07:05:08.091
4052,2569582,2476321,,,150,2024-08-07 07:05:08.091
4053,2569583,2476341,,,150,2024-08-07 07:05:08.091
4054,2569584,2476361,,,150,2024-08-07 07:05:08.091
4069,2573779,2476661,,,150,2024-08-07 07:05:08.091
4070,2573780,2476681,,,150,2024-08-07 07:05:08.091
4071,2573781,2476701,,,150,2024-08-07 07:05:08.091
4089,2575799,2477061,,,150,2024-08-07 07:05:08.091
4090,2575800,2477081,,,150,2024-08-07 07:05:08.091
4091,2575801,2477101,,,150,2024-08-07 07:05:08.091
4109,2575919,2477461,,,150,2024-08-07 07:05:08.091
4129,2575939,2477861,,,150,2024-08-07 07:05:08.091
4130,2575940,2477881,,,150,2024-08-07 07:05:08.091
4149,2576039,2478261,,,150,2024-08-07 07:05:08.091
4150,2576040,2478281,,,150,2024-08-07 07:05:08.091
4151,2576041,2478301,,,150,2024-08-07 07:05:08.091
4169,2576134,2478661,,,150,2024-08-07 07:05:08.091
4170,2576135,2478681,,,150,2024-08-07 07:05:08.091
4171,2576136,2478701,,,150,2024-08-07 07:05:08.091
4172,2576137,2478721,,,150,2024-08-07 07:05:08.091
4173,2576138,2478741,,,150,2024-08-07 07:05:08.091
4174,2576139,2478761,,,150,2024-08-07 07:05:08.091
4189,2576243,2479061,,,150,2024-08-07 07:05:08.091
4209,2576339,2479461,,,150,2024-08-07 07:05:08.091
4210,2576340,2479481,,,150,2024-08-07 07:05:08.091
4211,2576341,2479501,,,150,2024-08-07 07:05:08.091
4212,2576342,2479521,,,150,2024-08-07 07:05:08.091
4229,2576499,2479861,,,150,2024-08-07 07:05:08.091
4249,2576519,2480261,,,150,2024-08-07 07:05:08.091
4250,2576520,2480281,,,150,2024-08-07 07:05:08.091
4251,2576521,2480301,,,150,2024-08-07 07:05:08.091
4252,2576522,2480321,,,150,2024-08-07 07:05:08.091
4253,2576523,2480341,,,150,2024-08-07 07:05:08.091
4269,2576659,2480661,,,150,2024-08-07 07:05:08.091
4270,2576660,2480681,,,150,2024-08-07 07:05:08.091
4289,2576759,2481061,,,150,2024-08-07 07:05:08.091
4309,2576779,2481461,,,150,2024-08-07 07:05:08.091
4310,2576780,2481481,,,150,2024-08-07 07:05:08.091
4311,2576781,2481501,,,150,2024-08-07 07:05:08.091
4312,2576782,2481521,,,150,2024-08-07 07:05:08.091
4313,2576783,2481541,,,150,2024-08-07 07:05:08.091
4314,2576784,2481561,,,150,2024-08-07 07:05:08.091
4329,2578879,2481861,,,150,2024-08-07 07:05:08.091
4349,2579007,2482261,,,150,2024-08-07 07:05:08.091
4350,2579008,2482281,,,150,2024-08-07 07:05:08.091
4369,2581099,2482661,,,150,2024-08-07 07:05:08.091
4370,2581100,2482681,,,150,2024-08-07 07:05:08.091
4389,2581106,2482701,,,150,2024-08-07 07:05:08.091
4409,2581182,2483061,,,150,2024-08-07 07:05:08.091
4429,2581299,2483461,,,150,2024-08-07 07:05:08.091
4449,2583339,2483861,,,150,2024-08-07 07:05:08.091
4469,2587519,2484261,,,150,2024-08-07 07:05:08.091
4489,2587539,2484661,,,150,2024-08-07 07:05:08.091
4509,2587579,2485061,,,150,2024-08-07 07:05:08.091
4510,2587580,2485081,,,150,2024-08-07 07:05:08.091
4511,2587581,2485101,,,150,2024-08-07 07:05:08.091
4512,2587582,2485121,,,150,2024-08-07 07:05:08.091
4513,2587583,2485141,,,150,2024-08-07 07:05:08.091
4514,2587584,2485161,,,150,2024-08-07 07:05:08.091
4515,2587585,2485181,,,150,2024-08-07 07:05:08.091
4516,2587586,2485201,,,150,2024-08-07 07:05:08.091
4517,2587587,2485221,,,150,2024-08-07 07:05:08.091
4518,2587588,2485241,,,150,2024-08-07 07:05:08.091
4519,2587589,2485261,,,150,2024-08-07 07:05:08.091
4520,2587590,2485281,,,150,2024-08-07 07:05:08.091
4521,2587591,2485301,,,150,2024-08-07 07:05:08.091
4522,2587592,2485321,,,150,2024-08-07 07:05:08.091
4523,2587593,2485341,,,150,2024-08-07 07:05:08.091
4524,2587594,2485361,,,150,2024-08-07 07:05:08.091
4529,2587599,2485461,,,150,2024-08-07 07:05:08.091
4530,2587600,2485481,,,150,2024-08-07 07:05:08.091
4531,2587601,2485501,,,150,2024-08-07 07:05:08.091
4549,2590359,2485861,,,150,2024-08-07 07:05:08.091
4550,2590360,2485881,,,150,2024-08-07 07:05:08.091
4551,2590361,2485901,,,150,2024-08-07 07:05:08.091
4552,2590362,2485921,,,150,2024-08-07 07:05:08.091
4553,2590363,2485941,,,150,2024-08-07 07:05:08.091
4554,2590364,2485961,,,150,2024-08-07 07:05:08.091
4555,2590365,2485981,,,150,2024-08-07 07:05:08.091
4569,2590459,2486261,,,150,2024-08-07 07:05:08.091
4589,2590499,2486661,,,150,2024-08-07 07:05:08.091
4590,2590500,2486681,,,150,2024-08-07 07:05:08.091
4591,2590501,2486701,,,150,2024-08-07 07:05:08.091
4592,2590502,2486721,,,150,2024-08-07 07:05:08.091
4593,2590503,2486741,,,150,2024-08-07 07:05:08.091
4594,2590504,2486761,,,150,2024-08-07 07:05:08.091
4595,2590505,2486781,,,150,2024-08-07 07:05:08.091
4596,2590506,2486801,,,150,2024-08-07 07:05:08.091
4597,2590507,2486821,,,150,2024-08-07 07:05:08.091
4598,2590508,2486841,,,150,2024-08-07 07:05:08.091
4599,2590509,2486861,,,150,2024-08-07 07:05:08.091
4609,2590619,2487061,,,150,2024-08-07 07:05:08.091
4610,2590620,2487081,,,150,2024-08-07 07:05:08.091
4611,2590621,2487101,,,150,2024-08-07 07:05:08.091
4612,2590622,2487121,,,150,2024-08-07 07:05:08.091
4613,2590623,2487141,,,150,2024-08-07 07:05:08.091
4614,2590624,2487161,,,150,2024-08-07 07:05:08.091
4629,2593079,2487461,,,150,2024-08-07 07:05:08.091
4649,2593099,2487861,,,150,2024-08-07 07:05:08.091
4650,2593100,2487881,,,150,2024-08-07 07:05:08.091
4651,2593101,2487901,,,150,2024-08-07 07:05:08.091
4652,2593102,2487921,,,150,2024-08-07 07:05:08.091
4653,2593103,2487941,,,150,2024-08-07 07:05:08.091
4654,2593104,2487961,,,150,2024-08-07 07:05:08.091
4655,2593105,2487981,,,150,2024-08-07 07:05:08.091
4656,2593106,2488001,,,150,2024-08-07 07:05:08.091
4657,2593107,2488021,,,150,2024-08-07 07:05:08.091
4658,2593108,2488041,,,150,2024-08-07 07:05:08.091
4659,2593109,2488061,,,150,2024-08-07 07:05:08.091
4660,2593110,2488081,,,150,2024-08-07 07:05:08.091
4661,2593111,2488101,,,150,2024-08-07 07:05:08.091
4662,2593112,2488121,,,150,2024-08-07 07:05:08.091
4663,2593113,2488141,,,150,2024-08-07 07:05:08.091
4664,2593114,2488161,,,150,2024-08-07 07:05:08.091
4665,2593115,2488181,,,150,2024-08-07 07:05:08.091
4666,2593116,2488201,,,150,2024-08-07 07:05:08.091
4667,2593117,2488221,,,150,2024-08-07 07:05:08.091
4668,2593118,2488241,,,150,2024-08-07 07:05:08.091
4669,2593119,2488261,,,150,2024-08-07 07:05:08.091
4670,2593120,2488281,,,150,2024-08-07 07:05:08.091
4671,2593121,2488301,,,150,2024-08-07 07:05:08.091
4672,2593122,2488321,,,150,2024-08-07 07:05:08.091
4673,2593123,2488341,,,150,2024-08-07 07:05:08.091
4674,2593124,2488361,,,150,2024-08-07 07:05:08.091
4675,2593125,2488381,,,150,2024-08-07 07:05:08.091
4676,2593126,2488401,,,150,2024-08-07 07:05:08.091
4677,2593127,2488421,,,150,2024-08-07 07:05:08.091
4678,2593128,2488441,,,150,2024-08-07 07:05:08.091
4679,2593129,2488461,,,150,2024-08-07 07:05:08.091
4689,2593148,2488661,,,150,2024-08-07 07:05:08.091
4690,2593149,2488681,,,150,2024-08-07 07:05:08.091
4691,2593150,2488701,,,150,2024-08-07 07:05:08.091
4709,2595239,2489061,,,150,2024-08-07 07:05:08.091
4729,2601359,2489461,,,150,2024-08-07 07:05:08.091
4749,2601379,2489861,,,28,2024-08-07 07:05:08.091
4750,2601380,2489881,,,28,2024-08-07 07:05:08.091
4751,2601381,2489901,,,28,2024-08-07 07:05:08.091
4752,2601382,2489921,,,28,2024-08-07 07:05:08.091
4753,2601383,2489941,,,150,2024-08-07 07:05:08.091
4754,2601384,2489961,,,150,2024-08-07 07:05:08.091
4755,2601385,2489981,,,150,2024-08-07 07:05:08.091
4756,2601386,2490001,,,150,2024-08-07 07:05:08.091
4757,2601387,2490021,,,150,2024-08-07 07:05:08.091
4758,2601388,2490041,,,150,2024-08-07 07:05:08.091
4759,2601389,2490061,,,150,2024-08-07 07:05:08.091
4760,2601390,2490081,,,150,2024-08-07 07:05:08.091
4761,2601391,2490101,,,150,2024-08-07 07:05:08.091
4762,2601392,2490121,,,150,2024-08-07 07:05:08.091
4763,2601393,2490141,,,150,2024-08-07 07:05:08.091
4764,2601394,2490161,,,150,2024-08-07 07:05:08.091
4765,2601395,2490181,,,150,2024-08-07 07:05:08.091
4766,2601396,2490201,,,150,2024-08-07 07:05:08.091
4767,2601397,2490221,,,150,2024-08-07 07:05:08.091
4769,2601791,2490261,,,150,2024-08-07 07:05:08.091
4789,2605899,2490661,,,150,2024-08-07 07:05:08.091
4809,2606019,2491061,,,150,2024-08-07 07:05:08.091
